FULL,Year,PG,ID,ID2,CAT_ORG,CAT_MOD,FULL.1,Position,Nation,Name,Addy_Clean,Address,Nationality - Katherine Vote,Nationality - Zehra Vote,Nationality - Jessica,Nationality Final,api_result1,api_result2,nationality_api,nationality_ipums,Origin_api,Gender - Katherine Vote,Gender - Zehra Vote,Gender - Jessica,Gender - Final,Gender_api,gender_combined,gender_final,Notes,Arrival / I Record,CORNER,Address2,ST combi,ST Name,ST Name 2,ST Name 3,ST Name 4,ST Name 5,ST Name 6,Last,First,probability1,probability12,if error,if>40,final_api,final_ancestry,country_match,region_match,Final Result,,,
Anderson James F. 274 W 69th,1898_TrowBusMan,951,109,1898_TrowBusMan_109,Restaurants (Marked thus + are oyster saloons.),Restaurant,Anderson James F. 274 W 69th,18,,Anderson James F ,274 W 69th ,274 W 69th,Scottish,,English/Scottish,Scottish,English,Irish,undecided,undecided,Northern Europe,m,m,,m,m,m,m,,,N,274,W 69th ,W,69th,,,,,Barder,Paul,0.499955,0.569192492,,0.663271017,English,Scottish,,,British,,,
"Anderson William C. Jr, 511, 3d av",1898_TrowBusMan,951,111,1898_TrowBusMan_111,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Anderson William C. Jr, 511, 3d av",24,,Anderson William C Jr ,511 3rd av ,"511, 3d av",Scottish,,English/Scottish,Scottish,English,Irish,undecided,undecided,Northern Europe,m,m,,m,m,m,m,,,N,511,3rd av ,3rd,av,,,,,Burns,Samuel,0.429702978,0.930407227,,0.741033904,English,Scottish,,,British,,,
Barder Paul. 437 E 10th,1898_TrowBusMan,952,159,1898_TrowBusMan_159,Restaurants (Marked thus + are oyster saloons.),Restaurant,Barder Paul. 437 E 10th,13,,Barder Paul ,437 E 10th ,437 E 10th,Scottish,,,Scottish,English,German,undecided,German,Northern Europe,m,m,,m,m,m,m,,,N,437,E 10th ,E,10th,,,,,Burns,Samuel,0.429702978,0.930407227,,0.705832307,English,Scottish,,,British,,,
"Burns Samuel F, 783 6th av & 102 W 45th",1898_TrowBusMan,953,316,1898_TrowBusMan_316,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Burns Samuel F, 783 6th av & 102 W 45th",16,,Burns Samuel F ,783 6th av ,783 6th av & 102 W 45th,Scottish,,Irish/Scottish,Scottish,English,Irish,undecided,undecided,Northern Europe,m,m,,m,m,m,m,,,N,783,6th av ,6th,av,,,,,Congdon,Stewart,0.643038551,0.959174658,,0.481268563,English,Scottish,,,British,,,
"Burns Samuel F, 783 6th av & 102 W 45th",1898_TrowBusMan,953,317,1898_TrowBusMan_317,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Burns Samuel F, 783 6th av & 102 W 45th",16,,Burns Samuel F ,102 W 45th ,783 6th av & 102 W 45th,Scottish,,Irish/Scottish,Scottish,English,Irish,undecided,undecided,Northern Europe,m,m,,m,m,m,m,,,N,102,W 45th ,W,45th,,,,,Cullis,Emma,0.602639922,0.930686653,,0.541432417,English,Scottish,,,British,,,
"Congdon Stewart, 883 7th av",1898_TrowBusMan,953,410,1898_TrowBusMan_410,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Congdon Stewart, 883 7th av",17,,Congdon Stewart ,883 7th av ,883 7th av,Irish,,English,Irish,English,Irish,Irish,Irish,Northern Europe,m,m,,m,m,m,m,,,N,883,7th av ,7th,av,,,,,Evans,Armida,0.533057769,0.63179008,,0.505836926,English,Irish,,,British,,,
"Cullis Emma A, 26 Beaver",1898_TrowBusMan,953,437,1898_TrowBusMan_437,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Cullis Emma A, 26 Beaver",15,,Cullis Emma A ,26 Beaver  ,26 Beaver,Irish,,Scottish,Scottish,English,Irish,undecided,undecided,Northern Europe,f,f,,f,f,f,f,,,N,26,Beaver  ,Beaver,,,,,,Forbes,Robert,0.575782812,0.867674657,,0.43372965,English,Scottish,,,British,,,
Evans Armida M. 1484 Bway,1898_TrowBusMan,954,615,1898_TrowBusMan_615,Restaurants (Marked thus + are oyster saloons.),Restaurant,Evans Armida M. 1484 Bway,16,,Evans Armida M ,1484 Broadway,1484 Bway,Welsh,,,Welsh,English,Latvian,undecided,undecided,Northern Europe,f,f,,f,f,f,f,,,N,1484,Broadway,Bway,,,,,,Hayes,Angeline,0.508238895,0.833685718,,0.43372965,English,Welsh,,,British,,,
"Forbes Robert, 480, 3d av",1898_TrowBusMan,955,666,1898_TrowBusMan_666,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Forbes Robert, 480, 3d av",15,,Forbes Robert ,480 3rd av ,"480, 3d av",Scottish,,,Scottish,English,Irish,undecided,undecided,Northern Europe,m,m,,m,m,m,m,,,N,480,3rd av ,3rd,av,,,,,Henderson,C,0.4949075,0.639294559,,0.46376324,English,Scottish,,,British,,,
"Hayes Angeline, 153 W 30th",1898_TrowBusMan,956,859,1898_TrowBusMan_859,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Hayes Angeline, 153 W 30th",16,,Hayes Angeline ,153 W 30th ,153 W 30th,Irish,,,Irish,English,Irish,Irish,Irish,Northern Europe,f,f,,f,f,f,f,,,N,153,W 30th ,W,30th,,,,,Holland,David,0.769258064,0.922048344,,0.575550609,English,Irish,,,British,,,
Henderson C. 247 W Bway,1898_TrowBusMan,956,875,1898_TrowBusMan_875,Restaurants (Marked thus + are oyster saloons.),Restaurant,Henderson C. 247 W Bway,13,,Henderson C ,247 W Broadway,247 W Bway,Scottish,,,Scottish,English,Irish,undecided,undecided,Northern Europe,,,,,m,undecided,undecided,,,N,247,W Broadway,W,Bway,,,,,Macklin,Lulu,0.507176627,0.572815601,,0.625605775,English,Scottish,,,British,,,
"Holland David, 141, 4th av",1898_TrowBusMan,956,924,1898_TrowBusMan_924,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Holland David, 141, 4th av",15,,Holland David ,141 4th av ,"141, 4th av",Irish,,,Irish,English,Irish,Irish,Irish,Northern Europe,m,m,,m,m,m,m,,,N,141,4th av ,4th,av,,,,,Reid,Charles,0.477903529,0.895446018,,0.678495636,English,Irish,,,British,,,
Macklin Lulu C. 2906 Jerome av,1898_TrowBusMan,959,1242,1898_TrowBusMan_1242,Restaurants (Marked thus + are oyster saloons.),Restaurant,Macklin Lulu C. 2906 Jerome av,16,,Macklin Lulu C ,2906 Jerome av ,2906 Jerome av,,,Irish,Irish,English,South Africa,undecided,undecided,Northern Europe,f,,f,f,f,f,f,,,N,2906,Jerome av ,Jerome,av,,,,,Reid,Charles,0.477903529,0.895446018,,0.791136655,English,Irish,,,British,,,
"Reid Charles. 216, 6th av & 4 W 22d",1898_TrowBusMan,961,1544,1898_TrowBusMan_1544,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Reid Charles. 216, 6th av & 4 W 22d",14,,Reid Charles ,216 6th av ,"216, 6th av & 4 W 22d",Scottish,,,Scottish,English,Irish,undecided,undecided,Northern Europe,m,,m,m,m,m,m,,,N,216,6th av ,6th,av,,,,,Simpson,Harriet,0.575638111,0.917317882,,0.507625275,English,Scottish,,,British,,,
"Reid Charles. 216, 6th av & 4 W 22d",1898_TrowBusMan,961,1545,1898_TrowBusMan_1545,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Reid Charles. 216, 6th av & 4 W 22d",14,,Reid Charles ,4 W 22nd ,"216, 6th av & 4 W 22d",Scottish,,,Scottish,English,Irish,undecided,undecided,Northern Europe,m,,m,m,m,m,m,,,N,4,W 22nd ,W,22nd,,,,,Abrams,William,0.503798864,0.681577552,,0.882839493,English,Scottish,,,British,,,
"Simpson Harriet, 56 W 22d",1898_TrowBusMan,962,1742,1898_TrowBusMan_1742,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Simpson Harriet, 56 W 22d",17,,Simpson Harriet ,56 W 22nd ,56 W 22d,Scottish,,,Scottish,English,Irish,undecided,undecided,Northern Europe,f,,f,f,f,f,f,,,N,56,W 22nd ,W,22nd,,,,,Abbott,Charles,0.487656925,0.882158086,,0.446453977,English,Scottish,,,British,,,
"+ Abrams William, 130, 7th",1898_TrowBusMan,951,80,1898_TrowBusMan_80,Restaurants (Marked thus + are oyster saloons.),Oyster Saloon,"+ Abrams William, 130, 7th",18,,Abrams William ,130 7th  ,"130, 7th",Jewish,,"Jewish, Austria/Russia",Jewish,English,Irish,undecided,Jewish,Northern Europe,m,m,,m,m,m,m,,,N,130,7th  ,7th,,,,,,Allen,Ethan,0.654248862,0.88371069,,0.669365613,English,Jewish,,,British,,,
Abbott Charles W. 548 W 39th,1898_TrowBusMan,951,75,1898_TrowBusMan_75,Restaurants (Marked thus + are oyster saloons.),Restaurant,Abbott Charles W. 548 W 39th,18,,Abbott Charles W ,548 W 39th ,548 W 39th,English,English,English,English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,N,548,W 39th ,W,39th,,,,,Andrews,Charles,0.503827148,0.778429741,,0.765538236,English,English,,,British,,,
Allen Ethan. Sedgwick av n Depot pl,1898_TrowBusMan,951,99,1898_TrowBusMan_99,Restaurants (Marked thus + are oyster saloons.),Restaurant,Allen Ethan. Sedgwick av n Depot pl,35,,Allen Ethan Sedgwick av n Depot pl,   ,,English,,English,English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,Y,,  ,,,,,,,Bailey,Robert,0.508001666,0.930010736,,0.507816959,English,English,,,British,,,
"Andrews Charles, 31 11th av",1898_TrowBusMan,951,113,1898_TrowBusMan_113,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Andrews Charles, 31 11th av",17,,Andrews Charles ,31 11th av ,31 11th av,English,,English,English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,N,31,11th av ,11th,av,,,,,Bailey,W,0.482386831,0.889139644,,0.45323879,English,English,,,British,,,
Bailey Robert A. 538 E 14th,1898_TrowBusMan,951,138,1898_TrowBusMan_138,Restaurants (Marked thus + are oyster saloons.),Restaurant,Bailey Robert A. 538 E 14th,17,,Bailey Robert A ,538 E 14th ,538 E 14th,English,,English,English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,N,538,E 14th ,E,14th,,,,,Bailey,W,0.482386831,0.889139644,,0.654311905,English,English,,,British,,,
"Bailey W. M. & Co. 124 Chamber, 51 Maiden la & 1233 Bway",1898_TrowBusMan,951,139,1898_TrowBusMan_139,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Bailey W. M. & Co. 124 Chamber, 51 Maiden la & 1233 Bway",19,,Bailey W M & Co ,124 Chambers  ,"124 Chamber, 51 Maiden la & 1233 Bway",English,,English,English,English,Irish,English,English,,,,,,m,undecided,undecided,,,N,124,Chambers  ,Chamber,,,,,,Bailey,W,0.482386831,0.889139644,,0.657248744,English,English,,,British,,,
"Bailey W. M. & Co. 124 Chamber, 51 Maiden la & 1233 Bway",1898_TrowBusMan,951,140,1898_TrowBusMan_140,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Bailey W. M. & Co. 124 Chamber, 51 Maiden la & 1233 Bway",19,,Bailey W M & Co ,51 Maiden ln ,"124 Chamber, 51 Maiden la & 1233 Bway",English,,English,English,English,Irish,English,English,,,,,,m,undecided,undecided,,,N,51,Maiden ln ,Maiden,la,,,,,Baker,Albert,0.650529803,0.66479973,,0.501796622,English,English,,,British,,,
"Bailey W. M. & Co. 124 Chamber, 51 Maiden la & 1233 Bway",1898_TrowBusMan,951,141,1898_TrowBusMan_141,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Bailey W. M. & Co. 124 Chamber, 51 Maiden la & 1233 Bway",19,,Bailey W M & Co ,1233 Broadway,"124 Chamber, 51 Maiden la & 1233 Bway",English,,English,English,English,Irish,English,English,,,,,,m,undecided,undecided,,,N,1233,Broadway,Bway,,,,,,Baker,Henry,0.507385316,0.831851679,,0.906409744,English,English,,,British,,,
Baker Albert. 360 Hudson,1898_TrowBusMan,951,142,1898_TrowBusMan_142,Restaurants (Marked thus + are oyster saloons.),Restaurant,Baker Albert. 360 Hudson,14,,Baker Albert ,360 Hudson  ,360 Hudson,English,,English,English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,N,360,Hudson  ,Hudson,,,,,,Ball,Leroy,0.932642202,0.947172199,,0.906409744,English,English,,,British,,,
"Baker Henry, 336, 1st av",1898_TrowBusMan,951,143,1898_TrowBusMan_143,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Baker Henry, 336, 1st av",13,,Baker Henry ,336 1st av ,"336, 1st av",English,,English,English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,N,336,1st av ,1st,av,,,,,Bird,Thomas,0.501510351,0.763534988,,0.500798372,English,English,,,British,,,
Ball Leroy D. 488 Columbus av,1898_TrowBusMan,951,146,1898_TrowBusMan_146,Restaurants (Marked thus + are oyster saloons.),Restaurant,Ball Leroy D. 488 Columbus av,14,,Ball Leroy D ,488 Columbus av ,488 Columbus av,English,,English,English,English,South Africa,English,English,Northern Europe,m,m,,m,m,m,m,,,N,488,Columbus av ,Columbus,av,,,,,Bishop,Thomas,0.508682052,0.762880052,,0.562113947,English,English,,,British,,,
Bird Thomas. 209 W 126th,1898_TrowBusMan,952,220,1898_TrowBusMan_220,Restaurants (Marked thus + are oyster saloons.),Restaurant,Bird Thomas. 209 W 126th,13,,Bird Thomas ,209 W 126th ,209 W 126th,English,,English,English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,N,209,W 126th ,W,126th,,,,,Bloom,Sarah,0.506465906,0.853738828,,0.654147029,English,English,,,British,,,
Bishop Thomas. 13th av c W 20th,1898_TrowBusMan,952,221,1898_TrowBusMan_221,Restaurants (Marked thus + are oyster saloons.),Restaurant,Bishop Thomas. 13th av c W 20th,15,,Bishop Thomas ,13th av c W,13th av c W 20th,English,,English,English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,Y,13th,av c W,av,c,W,20th,,,Bowron,George,0.506866312,0.858221161,,0.508214269,English,English,,,British,,,
"Bloom Sarah, 185 Chrystie",1898_TrowBusMan,952,234,1898_TrowBusMan_234,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Bloom Sarah, 185 Chrystie",13,,Bloom Sarah ,185 Chrystie  ,185 Chrystie,English,English,,English,English,Irish,English,English,Northern Europe,f,f,,f,f,f,f,,,N,185,Chrystie  ,Chrystie,,,,,,Bowron,George,0.506866312,0.858221161,,0.77304741,English,English,,,British,,,
"Bowron George, 706 Columbus av & 2337, 8th av",1898_TrowBusMan,952,259,1898_TrowBusMan_259,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Bowron George, 706 Columbus av & 2337, 8th av",15,,Bowron George ,706 Columbus av ,"706 Columbus av & 2337, 8th av",English,English,English,English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,N,706,Columbus av ,Columbus,av,,,,,Bristol,Henry,0.450829124,0.620073536,,0.505981526,English,English,,,British,,,
"Bowron George, 706 Columbus av & 2337, 8th av",1898_TrowBusMan,952,260,1898_TrowBusMan_260,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Bowron George, 706 Columbus av & 2337, 8th av",15,,Bowron George ,2337 8th av ,"706 Columbus av & 2337, 8th av",English,English,English,English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,N,2337,8th av ,8th,av,,,,,Brown,Alexander,0.855910315,0.891798724,,0.577071791,English,English,,,British,,,
"Bristol Henry D, 362 6th av",1898_TrowBusMan,952,292,1898_TrowBusMan_292,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Bristol Henry D, 362 6th av",17,,Bristol Henry D ,362 6th av ,362 6th av,English,English,English,English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,N,362,6th av ,6th,av,,,,,Brown,Alexander,0.855910315,0.891798724,,0.495206373,English,English,,,British,,,
"Brown Alexander T, 31 Pearl & 20 Bridge",1898_TrowBusMan,952,296,1898_TrowBusMan_296,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Brown Alexander T, 31 Pearl & 20 Bridge",19,,Brown Alexander T ,31 Pearl  ,31 Pearl & 20 Bridge,English,,"English, Irish?",English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,N,31,Pearl  ,Pearl,,,,,,Brown,Charles,0.507173995,0.833446747,,0.802112594,English,English,,,British,,,
"Brown Alexander T, 31 Pearl & 20 Bridge",1898_TrowBusMan,952,297,1898_TrowBusMan_297,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Brown Alexander T, 31 Pearl & 20 Bridge",19,,Brown Alexander T ,20 Bridge  ,31 Pearl & 20 Bridge,English,,"English, Irish?",English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,N,20,Bridge  ,Bridge,,,,,,Brown,George,0.711834487,0.789170256,,0.57265546,English,English,,,British,,,
"+Brown Charles, 449 W 54th",1898_TrowBusMan,952,298,1898_TrowBusMan_298,Restaurants (Marked thus + are oyster saloons.),Oyster Saloon,"+Brown Charles, 449 W 54th",16,,Brown Charles ,449 W 54th ,449 W 54th,English,,"English, Irish?",English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,N,449,W 54th ,W,54th,,,,,Browne,George,0.452105844,0.650782869,,0.615697441,English,English,,,British,,,
"Brown George W, 22 Minetta la",1898_TrowBusMan,952,301,1898_TrowBusMan_301,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Brown George W, 22 Minetta la",16,,Brown George W ,22 Minetta ln ,22 Minetta la,English,,"English, Irish?",English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,N,22,Minetta ln ,Minetta,la,,,,,Bull,James,0.506525726,0.953494398,,0.507250528,English,English,,,British,,,
"Browne George W, 123 Water",1898_TrowBusMan,952,302,1898_TrowBusMan_302,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Browne George W, 123 Water",17,,Browne George W ,123 Water st  ,123 Water,English,,"English, Irish?",English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,N,123,Water st  ,Water,,,,,,Cass,F,0.467773779,0.728732256,,0.431411518,English,English,,,British,,,
"Bull James F, 1744 1st av",1898_TrowBusMan,953,311,1898_TrowBusMan_311,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Bull James F, 1744 1st av",14,,Bull James F ,1744 1st av ,1744 1st av,English,,English,English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,N,1744,1st av ,1st,av,,,,,Checketts,George,0.645376168,0.658162021,,0.431411518,English,English,,,British,,,
"Cass F. G., Co, 1164 Bway",1898_TrowBusMan,953,355,1898_TrowBusMan_355,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Cass F. G., Co, 1164 Bway",16,,Cass F G Co ,1164 Broadway,1164 Bway,English,,,English,English,Irish,English,English,,,,,,m,undecided,undecided,,,N,1164,Broadway,Bway,,,,,,Childs,Ellsworth,0.484344178,0.900938239,,0.431411518,English,English,,,British,,,
"Checketts George, 22 Ann",1898_TrowBusMan,953,367,1898_TrowBusMan_367,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Checketts George, 22 Ann",18,,Checketts George ,22 Ann  ,22 Ann,English,,English,English,English,Greek,English,English,Northern Europe,m,m,,m,m,m,m,https://www.ancestrylibrary.com/interactive/1629/31194_120875-01361?pid=5960601&backurl=https://search.ancestrylibrary.com/cgi-bin/sse.dll?_phsrc%3Dpih432%26_phstart%3DsuccessSource%26usePUBJs%3Dtrue%26qh%3D%252BiutNwr1lTjeLSgIuUZ4dQ%253D%253D%26gss%3Dangs-c%26new%3D1%26rank%3D1%26gsfn%3Dgeorge%26gsfn_x%3D0%26gsln%3Dchequetts%26gsln_x%3D0%26MSAV%3D1%26uidh%3Dqh4%26pcat%3D40%26h%3D5960601%26dbid%3D1629%26indiv%3D1%26ml_rpos%3D2&treeid=&personid=&hintid=&usePUB=true&_phsrc=pih432&_phstart=successSource&usePUBJs=true,Not Specified,N,22,Ann  ,Ann,,,,,,Childs,Ellsworth,0.484344178,0.900938239,,0.431411518,English,English,,,British,,,
"Childs Ellsworth, 285, 391 & 625 Bway",1898_TrowBusMan,953,372,1898_TrowBusMan_372,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Childs Ellsworth, 285, 391 & 625 Bway",18,,Childs Ellsworth ,285 Broadway,"285, 391 & 625 Bway",English,,English,English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,N,285,Broadway,Bway,,,,,,Childs,Ellsworth,0.484344178,0.900938239,,0.431411518,English,English,,,British,,,
"Childs Ellsworth, 285, 391 & 625 Bway",1898_TrowBusMan,953,373,1898_TrowBusMan_373,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Childs Ellsworth, 285, 391 & 625 Bway",18,,Childs Ellsworth ,285 Broadway,"285, 391 & 625 Bway",English,,English,English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,N,285,Broadway,Bway,,,,,,Christie,George,0.521673076,0.760796283,,0.431411518,English,English,,,British,,,
"Childs Ellsworth, 285, 391 & 625 Bway",1898_TrowBusMan,953,374,1898_TrowBusMan_374,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Childs Ellsworth, 285, 391 & 625 Bway",18,,Childs Ellsworth ,625 Broadway,"285, 391 & 625 Bway",English,,English,English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,N,625,Broadway,Bway,,,,,,Clark,Nathan,0.815536357,0.950248536,,0.431411518,English,English,,,British,,,
"Christie George, 509 10th av",1898_TrowBusMan,953,387,1898_TrowBusMan_387,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Christie George, 509 10th av",17,,Christie George ,509 10th av ,509 10th av,English,,English,English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,N,509,10th av ,10th,av,,,,,Clark,Nathan,0.815536357,0.950248536,,0.431411518,English,English,,,British,,,
"Clark Nathan, 22 W 23d & 11 W 22d",1898_TrowBusMan,953,393,1898_TrowBusMan_393,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Clark Nathan, 22 W 23d & 11 W 22d",14,,Clark Nathan ,22 W 23rd ,22 W 23d & 11 W 22d,English,,English,English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,https://www.ancestrylibrary.com/interactive/1629/31194_120880-02786?pid=5980914&backurl=https://search.ancestrylibrary.com/cgi-bin/sse.dll?_phsrc%3Dpih446%26_phstart%3DsuccessSource%26usePUBJs%3Dtrue%26qh%3DJMSNtK2jY3KDESgHOvNLUA%253D%253D%26gss%3Dangs-c%26new%3D1%26rank%3D1%26gsfn%3Dnathan%26gsfn_x%3D0%26gsln%3Dclark%26gsln_x%3D0%26MSAV%3D1%26uidh%3Dqh4%26pcat%3D40%26h%3D5980914%26dbid%3D1629%26indiv%3D1%26ml_rpos%3D3&treeid=&personid=&hintid=&usePUB=true&_phsrc=pih446&_phstart=successSource&usePUBJs=true,Not Specified,N,22,W 23rd ,W,23rd,,,,,Clifford,David,0.762797123,0.988317301,,0.508092596,English,English,,,British,,,
"Clark Nathan, 22 W 23d & 11 W 22d",1898_TrowBusMan,953,394,1898_TrowBusMan_394,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Clark Nathan, 22 W 23d & 11 W 22d",14,,Clark Nathan ,11 W 22nd ,22 W 23d & 11 W 22d,English,,English,English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,https://www.ancestrylibrary.com/interactive/1629/31194_120880-02786?pid=5980914&backurl=https://search.ancestrylibrary.com/cgi-bin/sse.dll?_phsrc%3Dpih446%26_phstart%3DsuccessSource%26usePUBJs%3Dtrue%26qh%3DJMSNtK2jY3KDESgHOvNLUA%253D%253D%26gss%3Dangs-c%26new%3D1%26rank%3D1%26gsfn%3Dnathan%26gsfn_x%3D0%26gsln%3Dclark%26gsln_x%3D0%26MSAV%3D1%26uidh%3Dqh4%26pcat%3D40%26h%3D5980914%26dbid%3D1629%26indiv%3D1%26ml_rpos%3D3&treeid=&personid=&hintid=&usePUB=true&_phsrc=pih446&_phstart=successSource&usePUBJs=true,Not Specified,N,11,W 22nd ,W,22nd,,,,,Close,Stewart,0.726460452,0.90931754,,0.682845785,English,English,,,British,,,
"Clifford David, 90 Cath",1898_TrowBusMan,953,396,1898_TrowBusMan_396,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Clifford David, 90 Cath",16,,Clifford David ,90 Catherine,90 Cath,English,,Irish,English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,N,90,Catherine,Cath,,,,,,Cox,Charles,0.447304383,0.832113447,,0.646438706,English,English,,,British,,,
"Close Stewart B, 100 Duane",1898_TrowBusMan,953,397,1898_TrowBusMan_397,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Close Stewart B, 100 Duane",17,,Close Stewart B ,100 Duane  ,100 Duane,English,,English,English,English,Irish,English,English,Northern Europe,m,m,,m,m,m,m,,,N,100,Duane  ,Duane,,,,,,Dale,George,0.508126798,0.892091055,,0.865293992,English,English,,,British,,,
